id,keywords,year,_title,_creation,_artist,_collection,_sitelinks
Q2278818,"Agostina Segatori, Café du Tambourin, Japonaiserie, beer glass, chair, cigarette, coffeehouse, dress, hat, jacket, parasol, saucer, stool, table, tambourine",1880,Agostina Segatori Sitting in the Café du Tambourin,1887,Vincent van Gogh,Van Gogh Museum,19
Q1619527,"Frances Andrews, Robert Andrews, couple, dress, rural area, sky, tree, tricorne",1740,Mr and Mrs Andrews,1748-1750,Thomas Gainsborough,National Gallery,19
Q2327759,Anthony the Great,1480,The Torment of Saint Anthony,1487,Michelangelo,Kimbell Art Museum,19
Q1782583,"buffalo robe, cloud, feather, hatchet, headband, quiver, sheath, widow",1780,Indian Widow,1783,Joseph Wright of Derby,Derby Museum and Art Gallery,19
Q2344396,"unicorn, woman",1500,Young Woman with Unicorn,1505-1506,Raphael,Borghese Collection,19
Q2713203,"Christ Child, Mary, boy, mother, woman",1600,Madonna di Loreto,1605,Caravaggio,Basilica of Saint Augustine in Campo Marzio,19
Q6609268,"Jan Matejko, Stańczyk",1860,Stańczyk,1862,Jan Matejko,National Museum in Warsaw,19
Q11791202,,1880,They Did Not Expect Him,1888,Ilya Repin,Tretyakov Gallery,19
Q15008032,feast of the gods,1520,The Feast of the Gods,1529,Giovanni Bellini,National Gallery of Art,19
Q2571560,"Angelus, Chailly-en-Bière, apron, basket, basketry, clog, cloud, coif, couple, field, garden fork, jacket, man, morning, peasant, potato harvest, prayer, rural area, shirt, skirt, sky, sleeve, standing, trousers, wheelbarrow, woman",1850,The Angelus,1857-1859,Jean-François Millet,Musée d'Orsay,19
Q2610709,"Christ Child, Francis of Assisi, Jerome, John the Baptist, Mary, angel, boy, mother, woman",1510,Madonna of Foligno,1511-1512,Raphael,Pinacoteca Vaticana,19
Q1114571,"basket, blue, crowd, hoop, man, umbrella, woman",1880,The Umbrellas,1881-1886,Pierre-Auguste Renoir,National Gallery,19
Q2628761,"Christ Child, Mary, biblical Magi",1500,Adoration of the Magi,1504,Albrecht Dürer,Uffizi Gallery,19
Q979440,"Annunciation, Ansanus, Jeremiah, Mary, angel",1330,Annunciation with Saints Maxima and Ansanus,1333,Simone Martini,Uffizi Gallery,19
Q1134250,"barrel, broad-leaved tree, house, ice, sky, snow, square, winter, winter landscape",1560,The Massacre of the Innocents,1565-1567,Pieter Brueghel the Elder,Royal Collection,19
Q1169874,"Red Dress, man, orange, stained glass, wine glass, woman",1650,The Girl with the Wine Glass,1659,Johannes Vermeer,Herzog Anton Ulrich Museum,19
Q1170480,,1660,Syndics of the Drapers' Guild,1662,Rembrandt,Rijksmuseum,19
Q1213160,"Jesus, man",1500,The Entombment,1500-1501,Michelangelo,National Gallery,19
Q2714617,"Jesus, man",1570,The Disrobing of Christ,1577-1579,El Greco,Toledo Cathedral,19
Q2732274,"Mary Magdalene, bijou, dress, décolletage, mortification of the flesh, pearl, ponytail, sitting, waist-length hair, woman",1590,Penitent Magdalene,1593,Caravaggio,Galleria Doria Pamphilj,19
Q1217187,,1490,Calumny of Apelles,1495-1499,Sandro Botticelli,Uffizi Gallery,19
Q3205872,"Dnieper, Moon, contre-jour, light source, moonlight, night, sky",1880,Moonlit Night on the Dnieper,1880,Arkhip Kuindzhi,Russian Museum,19
Q3630735,"Vincent van Gogh, beard, man, painter",1880,Self-portrait,1889,Vincent van Gogh,Musée d'Orsay,19
Q3716086,"Alfonso d'Avalos, gladiator, halberd, shield, spear, sword",1630,Women Gladiators,1636,Jusepe de Ribera,Museo del Prado,19
Q684935,"chair, domestic worker, door, ewer, fruit, fruit bowl, interior, sleep, table, woman",1650,A Girl Asleep,1657,Johannes Vermeer,Metropolitan Museum of Art,18
Q686107,Christ carrying the cross,1560,The Procession to Calvary,1564,Pieter Brueghel the Elder,Kunsthistorisches Museum,18
Q467359,"Christ, Crucifixion of Jesus, allegory, apple, blood, book, chair, chalice, checkerboard, crucifix, glass, globe, interior, snake, sphere, tapestry, terrestrial globe, woman",1670,The Allegory of Faith,1670-1672,Johannes Vermeer,Metropolitan Museum of Art,18
Q74339,theatre,1870,La loge,1874,Pierre-Auguste Renoir,Courtauld Institute of Art,18
Q500936,"dog, sky",1820,The Dog,1820-1823,Francisco Goya,Museo del Prado,18
Q151143,"chignon, curtain, frame, pearl necklace, window, woman",1660,Woman with a Pearl Necklace,1664,Johannes Vermeer,Gemäldegalerie,18
Q546977,"Baldassarre Castiglione, beard",1510,Portrait of Baldassare Castiglione,1514-1515,Raphael,Department of Paintings of the Louvre,18
Q556553,"gluttony, sloth",1550,The Land of Cockaigne,1550,Pieter Brueghel the Elder,Bavarian State Painting Collections,18
Q285392,"Annunciation, Mary, angel, mousetrap, reading",1420,Mérode Altarpiece,1427-1500,http://www.wikidata.org/.well-known/genid/f0b32d6de88af35fbb643672b7f73247,Metropolitan Museum of Art,18
Q1313605,"1795–1820 clothing, Civil Code of the French, Legion of Honour, Napoleon, Order of the Iron Crown, Tuileries Palace, candle, carpet, clock, fauteuil, hand-in-waistcoat, lampshade, military uniform, secretary desk, standing, study, sword",1810,The Emperor Napoleon in His Study at the Tuileries,1812,Jacques-Louis David,National Gallery of Art,18
Q602813,"Christ Child, Mary, boy, mother, woman",1500,Solly Madonna,1500-1502,Raphael,Gemäldegalerie,18
Q1328065,"Eleanor of Toledo, Giovanni de' Medici",1540,Portrait of Eleanor of Toledo and her son Giovanni de' Medici,1544-1545,Bronzino,Uffizi Gallery,18
Q2275610,"Cirque Medrano, circus, equilibristics, musician, woman",1890,The Circus,1891,Georges Seurat,Musée d'Orsay,18
Q1527541,"Christ Child, Mary, boy, woman",1520,Nativity,1528-1530,Antonio da Correggio,Staatliche Kunstsammlungen Dresden,18
Q2308934,"Jupiter, Leda, Zeus, hipshot, nudity, swan, woman",1510,Leda and the Swan,1510,Leonardo da Vinci,Palace of Fontainebleau,18
Q1766454,"bottle, carpentry, laborer, parquetry, physical tool, window",1870,Les raboteurs de parquet,1875,Gustave Caillebotte,Musée d'Orsay,18
Q1796098,"Andrew the Apostle, Bernardino of Siena, Christ Child, Federico da Montefeltro, Francis of Assisi, Jerome, John the Baptist, John the Evangelist, Mary, Peter of Verona, boy, egg as food, mother, woman",1470,Brera Madonna,1472,Piero della Francesca,Pinacoteca di Brera,18
Q2471800,"boy, egg as food, woman",1610,Old Woman Cooking Eggs,1618,Diego Velázquez,Scottish National Gallery,18
Q32496,"Bathsheba, armband, bijou, domestic worker, female breast, letter, nipple, nudity, pedicure, sitting, washing, woman",1650,Bathsheba at Her Bath,1654,Rembrandt,Department of Paintings of the Louvre,18
Q39537,"Anura, Molière, Victor Hugo, pig",1890,Circe Offering the Cup to Ulysses,1891,henry,Gallery Oldham,18
Q2667782,"Descent from the Cross, Jesus, man",1610,The Descent from the Cross,1611,Peter Paul Rubens,Onze-Lieve-Vrouwekathedraal,18
Q2528145,"Marco Vecellio, Orazio Vecellio, Titian, dog, lion, middle-aged man, old man, wolf, young adult man",1550,Allegory of Prudence,1550,Titian,National Gallery,18
Q2528477,"Witches' Sabbath, witch",1820,Witches' Sabbath,1820-1823,Francisco Goya,Museo del Prado,18
Q13726073,"European Goldfinch, chain, perch, wall",1650,The Goldfinch,1654,Carel Fabritius,Mauritshuis,18
Q2551625,"Christ Child, Madonna and Child, Mary, boy, mother, woman",1480,Madonna of the Magnificat,1481,Sandro Botticelli,Uffizi Gallery,18
Q16333797,"Emperor Rudolf II, Vertumnus, flower, fruit, man",1590,Rudolf II of Habsurg as Vertumnus,1590,Giuseppe Arcimboldo,Versailles,18
Q16950902,"Right pectoral part of female chest, Sarah Goodridge, drapery, female breast, left pectoral part of female chest, nude, self-portrait",1820,Beauty Revealed,1828,Sarah Goodridge,Metropolitan Museum of Art,18
Q2561558,"bag, basket, boy, door, door handle, dress, peasant, sieve, wheat, woman",1850,The Wheat Sifters,1854-1855,Gustave Courbet,Nantes Museum of Arts,18
Q18002417,"Europa, Rape of Europa, Zeus, bull, kidnapping, putto",1550,The Rape of Europa,1559-1562,Titian,Isabella Stewart Gardner Museum,18
Q2626595,"Roman Charity, works of mercy",1600,The Seven Works of Mercy,1600-1607,Caravaggio,Pio Monte della Misericordia,18
Q2627028,"Elisabetta Gonzaga, dress, mountain, river, tree",1500,Portrait of Elisabetta Gonzaga,1504,Raphael,Uffizi Gallery,18
Q2627034,"Catherine of Alexandria, Fillide Melandroni, woman",1590,Saint Catherine of Alexandria,1598,Caravaggio,Thyssen-Bornemisza Museum,18
Q1251572,"Juliet, Romeo",1790,Romeo and Juliet: the Tomb Scene,1790,Joseph Wright of Derby,Derby Museum and Art Gallery,18
Q1282840,"1795–1820 clothing, Grand Collar of the Legion of Honour, Napoleon, footstool, hand of justice, man, platform, scepter of Charles V, sword",1800,Napoleon I on his Imperial Throne,1806,Jean-Auguste-Dominique Ingres,Musée de l'Armée,18
Q2715177,Jerome,1600,Saint Jerome,1606,Caravaggio,Borghese Collection,18
Q3877556,"areola, armpit, black hair, cushion, eyebrow, female breast, lying, mascara, navel, nipple, nudity, pubic hair, smile, underarm hair, woman",1910,Nu couché,1917-1918,Amedeo Modigliani,Long Museum,18
Q3556817,"Diana, necklace, nudity, pearl, quiver, rabbit, washing",1740,Diana leaving her Bath,1742,François Boucher,Department of Paintings of the Louvre,18
Q4429116,"broad-leaved tree, chimney, cloud, contre-jour, fence, gate, house, landscape, magpie, rural area, shadow, sky, snow, tree, wattle, winter, Étretat",1860,The Magpie,1868,Claude Monet,Musée d'Orsay,18
Q474409,"Christ Child, Madonna and Child, Mary, boy, child, mother, woman",1430,Lucca Madonna,1437,Jan van Eyck,Städel Museum,17
Q477764,"Winchelsea, blindness, poverty, rainbow",1850,The Blind Girl,1856,John Everett Millais,Birmingham Museums Trust,17
Q430069,"Jesus, man",1490,Ecce Homo,1490,Hieronymus Bosch,Städel Museum,17
Q960157,"Jesus, John the Baptist, Joseph, Mary, Saint Anne, carpenter, door, sheep, stigmata, woodworking workbench",1840,Christ in the House of His Parents,1849,John Everett Millais,National Gallery,17
Q375216,"Bethlehem, Joseph, Mary, barrel, cart, castle ruin, census, child, clapper, cow, donkey, hay, house, ice skate, pig, sea ice, sledding, snow, snowball, sunset, top, tree, woman",1560,The People's Census at Bethlehem,1566,Pieter Brueghel the Elder,Royal Museums of Fine Arts of Belgium,17
Q512971,"blouse, cow, girl, meadow, mountain, shepherd, shrub, skirt, walking stick",1880,The Shepherdess,1889,William-Adolphe Bouguereau,Philbrook Museum of Art,17
Q167536,"ant, dragon, eye, flower, human sexual behavior, locust, man, masturbation, penis, tree, undergarment, woman",1920,The Great Masturbator,1929,Salvador Dalí,Museo Nacional Centro de Arte Reina Sofía,17
Q398973,"Salisbury Cathedral, couple, cow, tree",1820,Salisbury Cathedral from the Bishop's Grounds,1823,John Constable,Victoria and Albert Museum,17
Q536024,"couch, cushion, ibis, man, mirror, sideboard, wallpaper, woman",1870,Nana,1877,Édouard Manet,Hamburger Kunsthalle,17
Q2268524,"Charites, bee, blond hair, broad-leaved tree, brown hair, buttocks, chestnut hair, chignon, contrapposto, cornucopia, dimples of Venus, earring, flower, fountain, garland, gluteal sulcus, intergluteal cleft, mons pubis, navel, nudity, pearl, pubic hair removal, rural area, sky, standing, steatopygia, vespaio, waist-length hair, woman",1630,The Three Graces,1639,Peter Paul Rubens,Museo del Prado,17
Q2270768,"aerial perspective, bell tower, book, broad-leaved tree, city or town, clog, flower, forest, funnel, gallows, grass, herd, insanity, man, meadow, monk, plain, rural area, scalpel, seat, sitting, sky, standing, surgeon, table, tonsure, trepanning, white hair, woman",1500,Cutting the Stone,1501-1505,Hieronymus Bosch,Museo del Prado,17
Q2273890,,1540,Miracle of the Slave,1547-1548,Jacopo Tintoretto,Gallerie dell'Accademia,17
Q579455,square,1910,Suprematist Composition: White on White,1918,Kazimir Malevich,Museum of Modern Art,17
Q598913,"Jerome, Jesus, John the Evangelist, Mary, Mary Magdalene, man, waist-length hair, woman",1500,Mond Crucifixion,1502-1503,Raphael,National Gallery,17
Q609572,"back, barefoot, bed, black hair, buttocks, ear, gaze, hip, intergluteal cleft, lying, nudity, pillow, sole, waist-length hair, woman",1890,Manaò tupapaú,1892,Paul Gauguin,Buffalo AKG Art Museum,17
Q614047,woman,1660,Girl with a Red Hat,1669,Johannes Vermeer,National Gallery of Art,17
Q641666,"letter, woman",1670,Lady Writing a Letter with her Maid,1670,Johannes Vermeer,National Gallery of Ireland,17
Q2276130,"Christ Child, Mary, adoration, biblical Magi, boy, woman",1490,The Epiphany,1494,Hieronymus Bosch,Museo del Prado,17
Q2324840,"Great Architect of the Universe, Urizen, cloud, compass, man",1790,The Ancient of Days,1794,William Blake,British Museum,17
Q1764395,"folk costume of Brittany, pardon",1880,Vision After the Sermon,1888,Paul Gauguin,National Galleries Scotland,17
Q1782640,"Moon, anvil, blacksmith, cloud, hammer, horseshoe, iron, smithy",1770,The Blacksmith's Shop,1771,Joseph Wright of Derby,Derby Museum and Art Gallery,17
Q107486133,,1840,Fallen angel,1847,Alexandre Cabanel,Musée Fabre,17
Q59815,"child, musician, top hat, violin",1860,The Old Musician,1862,Édouard Manet,National Gallery of Art,17
Q2388965,Albrecht Dürer,1490,Self-Portrait,1498,Albrecht Dürer,Museo del Prado,17
Q2392901,"Jan van Eyck, man",1430,Portrait of a Man with a Turban,1433,Jan van Eyck,National Gallery,17
Q23915,"child, elderly people",1490,An Old Man and his Grandson,1490,Domenico Ghirlandaio,Department of Paintings of the Louvre,17
Q23922,"man, mirror, woman",1510,Woman with a Mirror,1515,Titian,Department of Paintings of the Louvre,17
Q32234,"Diana, dog, nymph, rock, tree, woman",1650,Diana and her Nymphs,1650-1654,Johannes Vermeer,Mauritshuis,17
Q2665840,"Hellespontine Sibyl, Jesus, Mary, Mary Magdalene, Pietà, angel, old man, waist-length hair",1570,Pietà,1575-1576,Titian,Gallerie dell'Accademia,17
Q2537695,"Judith, barefoot, beheaded head, broad-leaved tree, chestnut hair, contrapposto, human head, landscape, part, rural area, sword, waist-length hair",1500,Judith,1504,Giorgione,Hermitage Museum,17
Q2594673,"Delilah, Samson",1600,Samson and Delilah,1609-1610,Peter Paul Rubens,National Gallery,17
Q2607050,"Christ Child, Mary, boy, mother, woman",1500,Small Cowper Madonna,1505,Raphael,National Gallery of Art,17
Q27157216,"Genesis flood narrative, Sun, cloud, horizon, ocean, sky",1890,After the Deluge,1891,George Frederic Watts,Watts Gallery,17
Q18686031,"Anthony the Great, Christ Child, Gabriel, Joseph, Margaret the Virgin, Mary, Mary Magdalene, Thomas the Apostle, Tommaso Portinari, angel, boy, dragon, girl, shepherd, waist-length hair, woman",1470,Portinari Triptych,1475,Hugo van der Goes,Uffizi Gallery,17
Q1118295,"Tomette, chair, door, high-angle shot, pipe, rushing, tobacco, wall",1880,Van Gogh's Chair,1888,Vincent van Gogh,National Gallery,17
Q2622172,"Gennaro Bellelli, Giovanna Bellelli, Giulia Bellelli, Laura de Gas, apron, beard, bougeoir, brown hair, candle, carpet, chair, chambranle, chestnut hair, chignon, chimney, dog, door, drawing, dress, earring, family, fauteuil, fireplace mantel, frame, girl, hair loss, headband, living room, man, mirror, painting, pendulum clock, ring, sitting, specular reflection, standing, table, wall, woman",1850,The Bellelli Family,1858,Edgar Degas,Musée d'Orsay,17
Q2623789,Giovanna degli Albizzi,1480,Portrait of Giovanna Tornabuoni,1488,Domenico Ghirlandaio,Thyssen-Bornemisza Museum,17
Q1087244,"Jesus, Jesus and the woman taken in adultery, Pharisees, crowd, standing, the woman taken in adultery",1560,Christ and the Woman Taken in Adultery,1565,Pieter Brueghel the Elder,Courtauld Institute of Art,17
Q1237863,,1870,Pollice Verso,1872,Jean-Léon Gérôme,Phoenix Art Museum,17
Q1167912,"Camille Doncieux, Chailly-en-Bière, Frédéric Bazille, Gustave Courbet, bread, broad-leaved tree, chicken as food, clothing, crinoline, cup, dress, food, forest, fruit, glade, grass, herb, lying, man, meal, painter, picnic, plate, sitting, standing, summer sausage, tablecloth, terrine, tree, wine bottle, woman",1860,Le Déjeuner sur l'herbe,1865,Claude Monet,Musée d'Orsay,17
Q1243299,"Europa, Zeus, bull",1630,The Abduction of Europa,1632,Rembrandt,J. Paul Getty Museum,17
Q2097931,"Eucharist in the Catholic Church, Jesus",1600,Supper at Emmaus,1606,Caravaggio,Pinacoteca di Brera,17
Q1170194,"Albrecht Dürer, Burkhard von Speyer, Christ Child, Confraternity of the Rosary, Hieronymus the German, Mary, Maximilian I, Saint Dominic, angel, boy, pope, woman",1500,Feast of the Rosary,1506,Albrecht Dürer,National Gallery Prague,17
Q1212737,"Black people, French ship Algérien, back portrait, barefoot, conversation, cushion, domestic worker, drapery, harem, mirror, smoker, standing, woman",1830,The Women of Algiers,1834,Eugène Delacroix,Department of Paintings of the Louvre,17
Q2734881,"Annunciation, Mary, angel, woman",1430,Annunciation,1434-1436,Jan van Eyck,Andrew W. Mellon collection,17
Q2899286,"Berthe Morisot, gaze towards the viewer, woman",1870,Berthe Morisot with a Bouquet of Violets,1872,Édouard Manet,Musée d'Orsay,17
Q2915406,,1940,Broadway Boogie Woogie,1942,Piet Mondrian,Museum of Modern Art,17
Q3172226,"carpet, child, dress, high-angle shot, jug, navel, nudity, sitting, stripe, wash basin, washing, woman",1890,The Child's Bath,1893,Mary Cassatt,Art Institute of Chicago,17
Q1220013,"Book of Revelation, John the Evangelist, angel, cherub, infant, martyr, nude, robe, salvation, soul",1610,The Vision of Saint John,1610,El Greco,Metropolitan Museum of Art,17
Q3702434,,1560,The Wedding Dance,1566,Pieter Brueghel the Elder,Detroit Institute of Arts,17
Q3784247,"Angela del Moro, Eleonora Gonzaga, Isabella d'Este, dress, décolletage, earring, necklace, pigtail, titian hair, waist-length hair, woman",1530,La Bella,1536,Titian,Galleria Palatina,17
Q6402081,"man, sword",1580,The Nobleman with his Hand on his Chest,1580,El Greco,Museo del Prado,17
Q6543739,"Areopagus, Athena, Classical Athens, Eleusinian Mysteries, Hypereides, Phryne, acquittal, androcracy, appellate court, armpit, beard, bracelet, clothed male, naked female, coffered ceiling, drapery, elderly people, hair loss, headband, hetaera, hipshot, legal proceeding, libido, man, mons pubis, necklace, pubic hair removal, public nudity, sandal, sitting, statue, toga, tunic, woman",1860,Phryne before the Areopagus,1861,Jean-Léon Gérôme,Hamburger Kunsthalle,17
Q4156438,Vera Mamontova,1880,Girl with peaches,1887,Valentin Serov,Tretyakov Gallery,17
Q4231515,"Adam Kazimierz Czartoryski, Aleksander Linowski, Andrzej Zamoyski, Clemens Maria Hofbauer, Elżbieta Szydłowska, Feliks Turski, Franciszek Ksawery Branicki, Hugo Kołłątaj, Ignacy Potocki, Ignacy Wyssogota Zakrzewski, Jan Dekert, Jan Kiliński, Jan Suchorzewski, Jewish people, Julian Ursyn Niemcewicz, Józef Poniatowski, Kazimierz Konopka, Kazimierz Nestor Sapieha, Michał Zabiełło, Royal Castle in Warsaw, Scipione Piattoli, Stanislaw Kublicki, Stanisław August Poniatowski, Stanisław Małachowski, Stanisław Staszic, Tadeusz Kościuszko, Tadeusz Matuszewicz, Tymoteusz Paweł Gorzeński",1890,"Constitution of May 3, 1791",1891,Jan Matejko,Royal Castle in Warsaw,17
Q5962062,"Aurora, areola, armpit, artificial pond, body of water, chestnut hair, dance, dawn, female breast, flower, morning, navel, nipple, nudity, pubic hair removal, puddle, red hair, rural area, scarf, see-through clothing, sense of smell, sky, specular reflection, suiting, twilight, waist-length hair, water lily, woman",1880,Dawn,1881,William-Adolphe Bouguereau,Birmingham Museum of Art,17
Q681876,"Sainte-Adresse, dress, flower, grass, tree, umbrella, woman",1860,Woman in the Garden,1867,Claude Monet,Hermitage Museum,16
Q960447,"flower, lightning, storm, tiger, tree",1890,Tiger in a Tropical Storm,1891,Henri Rousseau,National Gallery,16
Q965124,Tieleman Roosterman,1620,Laughing Cavalier,1624,Frans Hals,The Wallace Collection,16
Q735061,"love letter, map of Holland and West Friesland, musician, painting, string instrument, woman",1660,The Love Letter,1668,Johannes Vermeer,Rijksmuseum,16
Q325267,"Moses, Ten Commandments",1650,Moses Smashing the Tablets of the Law,1659,Rembrandt,Gemäldegalerie,16
Q334604,"Andes, forest, landscape painting, mountain, river, snow, tree, waterfall",1850,Heart of the Andes,1859,Frederic Edwin Church,Metropolitan Museum of Art,16
Q369810,"Abel, Adam, Eve, barefoot, brown hair, chestnut hair, cloud, corpse, family, father, grief, hug, kneeling, loincloth, male toplessness, malleolus, man, mother, mourning, navel, nudity, plain, rock, sitting, sky, son, tear, toplessness, waist-length hair, woman",1880,The First Mourning,1888,William-Adolphe Bouguereau,National Museum of Fine Arts,16
Q970968,artistic dress,1860,"Symphony in White, No. 1: The White Girl",1863-2020,James McNeill Whistler,National Gallery of Art,16
Q677682,"Jesus, angel, man",1490,Resurrection of Christ,1499-1502,Raphael,São Paulo Museum of Art,16
Q874058,"Annunciation, Presentation of Jesus at the Temple, adoration of the Magi, crucifix",1450,Columba Triptych,1450,Rogier van der Weyden,Bavarian State Painting Collections,16
Q532486,"Judith, Judith and Holofernes, beheaded head",1610,Judith and Her Maidservant,1618,Artemisia Gentileschi,Galleria Palatina,16
Q180632,"Alessandro Farnese, Ottavio Farnese, Paul III",1540,Pope Paul III and His Grandsons,1546,Titian,Museo di Capodimonte,16
Q941549,"La Grenouillère, Seine, barque, bathing, boat, man, river, specular reflection, tree, watercourse, woman",1860,La Grenouillère,1869,Claude Monet,Metropolitan Museum of Art,16
Q958088,"portrait, woman",1660,Portrait of a Young Woman,1665,Johannes Vermeer,Metropolitan Museum of Art,16
Q2413468,Goliath,1800,The Colossus,1808-1812,Francisco Goya,Museo del Prado,16
Q2428778,"Albrecht Dürer, man, thistle",1490,Portrait of the Artist Holding a Thistle,1493,Albrecht Dürer,Department of Paintings of the Louvre,16
Q286096,"Christ Child, Luke the Evangelist, Mary, boy, mother, woman",1430,Saint Luke Drawing the Virgin,1435-1490,Rogier van der Weyden,Museum of Fine Arts Boston,16
Q323079,"Archangel Michael, Catherine of Alexandria, Christ Child, Mary, boy, mother, woman",1430,Dresden Triptych,1437,Jan van Eyck,Staatliche Kunstsammlungen Dresden,16
Q2270955,"David, Goliath, beheaded head, corpse, head, man",1600,David and Goliath,1600,Caravaggio,Museo del Prado,16
Q2276546,woman,1500,La donna gravida,1505,Raphael,Galleria Palatina,16
Q1555137,Wally Neuzil,1910,Portrait of Wally,1912,Egon Schiele,Leopold Museum,16
Q646337,"London, fireworks festival, night",1870,Nocturne in Black and Gold – The Falling Rocket,1875,James McNeill Whistler,Detroit Institute of Arts,16
Q1659469,"Lise Tréhot, Romani people, backrest, black hair, bohemianism, chair, cleavage, dark brown, décolletage, earring, eyebrow, headband, leaf, shirt, sitting, skirt, summer, waist-length hair, woman",1860,In the Summer,1868,Pierre-Auguste Renoir,Alte Nationalgalerie,16
Q1683743,"man, vampire, woman",1890,Vampire,1893,Edvard Munch,Munch Museum,16
Q2343939,"Sebastian, arrow, halo, mountain",1500,Saint Sebastian,1501-1502,Raphael,Accademia Carrara,16
Q2354033,"Kursk Root Icon, processional parade",1880,Religious Procession in Kursk Province,1880,Ilya Repin,Tretyakov Gallery,16
Q28092249,"bridle, horse, seal",700,Night-Shining White,700-756,Han Gan,Metropolitan Museum of Art,16
Q2713620,"Christ Child, Mary, boy, mother, woman",1500,Ansidei Madonna,1505,Raphael,National Gallery,16
Q2393412,"Aphrodite, Ares, Cupid, Eros, Hephaestus, Mars, Venus, Vulcan, beard, bed, bed sheet, bedroom, blanket, body armor, boy, bracelet, clothed male, naked female, crown glass, cushion, dog, drapery, female breast, loincloth, lying, male toplessness, man, mattress, mirror, mirror image, navel, nudity, pubic hair removal, sitting, specular reflection, standing, tessellation, titian hair, waist-length hair, wall, white hair, window, woman",1550,Venus and Mars Surprised by Vulcan,1555,Jacopo Tintoretto,Bavarian State Painting Collections,16
Q2016193,Madonna and Child,1300,Madonna Enthroned,1300-1305,Giotto,Uffizi Gallery,16
Q1227359,"Battista Sforza, Federico da Montefeltro, horse-drawn wagon, landscape, unicorn",1470,Diptych of Federico da Montefeltro and Battista Sforza,1470-1475,Piero della Francesca,Uffizi Gallery,16
Q2467082,"Elizabeth, God the Father, Jesus, John the Baptist, Jordan River, Mary, Visitation, human pregnancy, sandal, woman",1510,Visitation,1517,Raphael,Museo del Prado,16
Q2629134,"Christ Child, Mary, boy, mother, woman",1500,Madonna and Child with the Book,1503,Raphael,Norton Simon Museum,16
Q2632688,"Baptism of Jesus, Jesus, John the Baptist",1440,The Baptism of Christ,1448,Piero della Francesca,National Gallery,16
Q2479220,"Artemisia II of Caria, Judith, Saskia van Uylenburgh, Sophonisba, book, bracelet, cup with stem, domestic worker, dress, drink, earring, gemstone, kneeling, pearl, pearl necklace, queen regnant, red hair, sitting, table, tablecloth, waist-length hair, woman",1630,Judith at the Banquet of Holofernes,1634,Rembrandt,Museo del Prado,16
Q6609114,Nicolaus Copernicus,1870,"Astronomer Copernicus, or Conversations with God",1873,Jan Matejko,Jagiellonian University Museum,16
Q2528106,"Bindo Altoviti, man",1510,Portrait of Bindo Altoviti,1515,Raphael,National Gallery of Art,16
Q9397770,"orange, woman",1880,Jewess with Oranges,1880-1881,Aleksander Gierymski,National Museum in Warsaw,16
Q2529703,"Olympia, book, feather, folding screen, man, photography, print, reading, sitting, Émile Zola",1860,Portrait of Emile Zola,1868,Édouard Manet,Musée d'Orsay,16
Q17001535,Death,1900,Death and Life,1908-1915,Gustav Klimt,Leopold Museum,16
Q17275221,"anger, black hair, bucket, courtyard, female breast, gaze, leaf, martinet, navel, nudity, plant, pulley, punishment, rope, sett, truth, waist-length hair, wall, water well, woman",1890,Truth Coming Out of Her Well,1896,Jean-Léon Gérôme,Musée Anne de Beaujeu,16
Q2619037,"1795–1820 clothing, Incroyables and Merveilleuses, Juliette Récamier, candelabra, couch, cushion, dress, footstool, woman",1800,Portrait of Madame Récamier,1800,Jacques-Louis David,Department of Paintings of the Louvre,16
Q1111394,"Rembrandt, Saskia van Uylenburgh, couple, man, woman",1630,Rembrandt and Saskia in the parable of the Prodigal Son,1635,Rembrandt,Staatliche Kunstsammlungen Dresden,16
Q1114718,"ball, broad-leaved tree, folk dance, glove, hand fan, hat, man, woman",1880,Dance in the Country,1883,Pierre-Auguste Renoir,Musée d'Orsay,16
Q2624258,,1670,A Young Woman Standing at a Virginal,1670-1672,Johannes Vermeer,National Gallery,16
Q1132723,"guard, prison, prisoner",1890,Prisoners Exercising,1890,Vincent van Gogh,Pushkin Museum of Fine Arts,16
Q1150782,man,1430,Léal Souvenir,1432,Jan van Eyck,National Gallery,16
Q1248830,,1940,Victory Boogie-Woogie,1942,Piet Mondrian,Kunstmuseum Den Haag,16
Q1198007,wine,1560,The Wine of Saint Martin's Day,1566-1567,Pieter Brueghel the Elder,Museo del Prado,16
Q1213453,"John Brydges, 1st Baron Chandos, Lady Jane Grey",1830,The Execution of Lady Jane Grey,1833,Paul Delaroche,National Gallery,16
Q1214313,"ship, sky, stone",1830,The life stages,1834,Caspar David Friedrich,Museum der bildenden Künste,16
Q3224275,"child, clothed male, naked female, courtyard, crowd, customer, dog, enslaved person, headscarf, hipshot, man, merchant, mons pubis, navel, necklace, nudity, pubic hair removal, public nudity, standing, turban, veil, woman",1860,The Slave Market,1866,Jean-Léon Gérôme,Clark Art Institute,16
Q2783729,"Chailly-en-Bière, Lise Tréhot, dress, forest of Fontainebleau, glade, grass, herb, parasol, standing, straw hat, summer, tree, trunk, woman",1860,Lise with a Parasol,1867,Pierre-Auguste Renoir,Museum Folkwang,16
Q2841473,,1840,Bridal Procession on the Hardangerfjord,1848,Adolph Tidemand,"National Museum of Art, Architecture and Design",16
